Data,Zamkniecie,logprices,logrates
9/4/2019,1800.62,3.25542207,0.00260786
9/5/2019,1840.72,3.264987731,0.009565661
9/6/2019,1833.51,3.263283283,-0.001704448
9/9/2019,1831.35,3.262771353,-0.00051193
9/10/2019,1820.55,3.260202611,-0.002568742
9/11/2019,1822.99,3.260784286,0.000581675
9/12/2019,1843.55,3.265654921,0.004870635
9/13/2019,1839.34,3.264662016,-0.000992905
9/16/2019,1807.84,3.257159991,-0.007502024
9/17/2019,1822.55,3.260679452,0.00351946
9/18/2019,1817.46,3.259464861,-0.00121459
9/19/2019,1821.5,3.260429176,0.000964314
9/20/2019,1794.16,3.25386117,-0.006568006
9/23/2019,1785.3,3.251711205,-0.002149965
9/24/2019,1741.61,3.24095091,-0.010760295
9/25/2019,1768.33,3.247563315,0.006612405
9/26/2019,1739.84,3.240509311,-0.007054004
9/27/2019,1725.45,3.236902379,-0.003606932
9/30/2019,1735.91,3.239527205,0.002624826
10/1/2019,1735.65,3.239462153,-6.50523E-05
10/2/2019,1713.23,3.233815671,-0.005646482
10/3/2019,1724.42,3.236643051,0.002827381
10/4/2019,1739.65,3.240461881,0.00381883
10/7/2019,1732.66,3.238713349,-0.001748532
10/8/2019,1705.51,3.23185427,-0.006859079
10/9/2019,1721.99,3.236030625,0.004176355
10/10/2019,1720.26,3.235594091,-0.000436534
10/11/2019,1731.92,3.238527827,0.002933736
10/14/2019,1736.43,3.23965728,0.001129453
10/15/2019,1767.38,3.247329936,0.007672656
10/16/2019,1777.43,3.249792506,0.00246257
10/17/2019,1787.48,3.252241191,0.002448685
10/18/2019,1757.51,3.244897805,-0.007343386
10/21/2019,1785.66,3.25179877,0.006900965
10/22/2019,1765.73,3.246924296,-0.004874474
10/23/2019,1762.17,3.246047803,-0.000876492
10/24/2019,1780.78,3.250610269,0.004562466
10/25/2019,1761.33,3.245840732,-0.004769537
10/28/2019,1777.08,3.249706979,0.003866247
10/29/2019,1762.71,3.246180868,-0.003526111
10/30/2019,1779.99,3.250417562,0.004236694
10/31/2019,1776.66,3.249604325,-0.000813238
11/1/2019,1791.44,3.253202267,0.003597942
11/4/2019,1804.66,3.256395392,0.003193125
11/5/2019,1801.71,3.255684889,-0.000710503
11/6/2019,1795.77,3.254250712,-0.001434177
11/7/2019,1788.2,3.252416091,-0.001834621
11/8/2019,1785.88,3.251852274,-0.000563817
11/11/2019,1771.65,3.248377929,-0.003474345
11/12/2019,1778,3.249931757,0.001553828
11/13/2019,1753.11,3.243809167,-0.00612259
11/14/2019,1754.6,3.244178125,0.000368958
11/15/2019,1739.49,3.240421936,-0.003756189
11/18/2019,1752.53,3.243665461,0.003243525
11/19/2019,1752.79,3.243729887,6.44258E-05
11/20/2019,1745.53,3.241927317,-0.001802569
11/21/2019,1734.71,3.239226882,-0.002700435
11/22/2019,1745.72,3.241974587,0.002747705
11/25/2019,1773.84,3.248914444,0.006939857
11/26/2019,1796.94,3.254533576,0.005619132
11/27/2019,1818.51,3.259715694,0.005182117
11/29/2019,1800.8,3.255465482,-0.004250212
12/2/2019,1781.6,3.250810204,-0.004655278
12/3/2019,1769.96,3.247963452,-0.002846752
12/4/2019,1760.69,3.245682898,-0.002280554
12/5/2019,1740.48,3.240669037,-0.00501386
12/6/2019,1751.6,3.243434937,0.002765899
12/9/2019,1749.42,3.242894087,-0.000540849
12/10/2019,1739.21,3.240352024,-0.002542063
12/11/2019,1748.72,3.242720277,0.002368253
12/12/2019,1760.33,3.24559409,0.002873813
12/13/2019,1760.94,3.245744559,0.000150468
12/16/2019,1769.21,3.247779385,0.002034827
12/17/2019,1790.66,3.253013132,0.005233747
12/18/2019,1784.03,3.251402153,-0.001610979
12/19/2019,1792.28,3.253405859,0.002003705
12/20/2019,1786.5,3.252003021,-0.001402838
12/23/2019,1793,3.25358029,0.001577269
12/24/2019,1789.21,3.252661317,-0.000918973
12/26/2019,1868.77,3.271555854,0.018894537
12/27/2019,1869.8,3.271795155,0.000239302
12/30/2019,1846.89,3.26644103,-0.005354126
12/31/2019,1847.84,3.266664364,0.000223334
1/2/2020,1898.01,3.278298496,0.011634132
1/3/2020,1874.97,3.272994323,-0.005304173
1/6/2020,1902.88,3.279411402,0.006417078
1/7/2020,1906.86,3.280318809,0.000907407
1/8/2020,1891.97,3.276914246,-0.003404563
1/9/2020,1901.05,3.27899354,0.002079294
1/10/2020,1883.16,3.274887221,-0.004106319
1/13/2020,1891.3,3.276760423,0.001873202
1/14/2020,1869.44,3.271711531,-0.005048892
1/15/2020,1862.02,3.269984341,-0.00172719
1/16/2020,1877.94,3.273681712,0.003697371
1/17/2020,1864.72,3.270613629,-0.003068084
1/21/2020,1892,3.276921132,0.006307503
1/22/2020,1887.46,3.275877757,-0.001043375
1/23/2020,1884.58,3.275214578,-0.000663179
1/24/2020,1861.64,3.269895702,-0.005318876
1/27/2020,1828.34,3.262056961,-0.007838741
1/28/2020,1853.25,3.267934009,0.005877048
1/29/2020,1858,3.26904571,0.001111701
1/30/2020,1870.68,3.271999503,0.002953793
1/31/2020,2008.72,3.302919404,0.030919901
2/3/2020,2004.2,3.301941058,-0.000978346
2/4/2020,2049.67,3.311683945,0.009742887
2/5/2020,2039.87,3.309602491,-0.002081454
2/6/2020,2050.23,3.311802584,0.002200093
2/7/2020,2079.28,3.317912976,0.006110392
2/10/2020,2133.91,3.329176099,0.011263122
2/11/2020,2150.8,3.332600028,0.003423929
2/12/2020,2160,3.334453751,0.001853723
2/13/2020,2149.87,3.332412199,-0.002041552
2/14/2020,2134.87,3.329371434,-0.003040765
2/18/2020,2155.67,3.333582278,0.004210843
2/19/2020,2170.22,3.336503761,0.002921484
2/20/2020,2153.1,3.333064201,-0.003439561
2/21/2020,2095.97,3.321385062,-0.011679139
2/24/2020,2009.29,3.303042623,-0.018342439
2/25/2020,1972.74,3.295069851,-0.007972772
2/26/2020,1979.59,3.296575251,0.001505401
2/27/2020,1884.3,3.275150048,-0.021425203
2/28/2020,1883.75,3.275023265,-0.000126783
3/2/2020,1953.95,3.290913446,0.015890181
3/3/2020,1908.99,3.280803653,-0.010109793
3/4/2020,1975.83,3.295749575,0.014945922
3/5/2020,1924.03,3.284211839,-0.011537736
3/6/2020,1901.09,3.279002677,-0.005209162
3/9/2020,1800.61,3.255419658,-0.02358302
3/10/2020,1891.82,3.276879812,0.021460155
3/11/2020,1820.86,3.260276556,-0.016603257
3/12/2020,1676.61,3.224432052,-0.035844503
3/13/2020,1785,3.25163822,0.027206168
3/16/2020,1689.15,3.227668218,-0.023970003
3/17/2020,1807.84,3.257159991,0.029491774
3/18/2020,1830,3.26245109,0.005291098
3/19/2020,1880.93,3.274372633,0.011921544
3/20/2020,1846.09,3.26625287,-0.008119764
3/23/2020,1902.83,3.27939999,0.01314712
3/24/2020,1940.1,3.287824116,0.008424126
3/25/2020,1885.84,3.275504843,-0.012319272
3/26/2020,1955.49,3.291255599,0.015750756
3/27/2020,1900.1,3.278776458,-0.012479141
3/30/2020,1963.95,3.293130427,0.014353969
3/31/2020,1949.72,3.289972247,-0.00315818
4/1/2020,1907.7,3.28051008,-0.009462167
4/2/2020,1918.83,3.2830365,0.00252642
4/3/2020,1906.59,3.280257311,-0.002779189
4/6/2020,1997.59,3.300506355,0.020249044
4/7/2020,2011.6,3.303541627,0.003035272
4/8/2020,2043,3.310268367,0.00672674
4/9/2020,2042.76,3.310217345,-5.10214E-05
